,Date,Close
151,2023-11-13,184.800003
152,2023-11-14,187.440002
153,2023-11-15,188.009995
154,2023-11-16,189.710007
155,2023-11-17,189.690002
156,2023-11-20,191.449997
157,2023-11-21,190.639999
158,2023-11-22,191.309998
159,2023-11-24,189.970001
160,2023-11-27,189.789993
161,2023-11-28,190.399994
162,2023-11-29,189.369995
163,2023-11-30,189.949997
164,2023-12-01,191.240005
165,2023-12-04,189.429993
166,2023-12-05,193.419998
167,2023-12-06,192.320007
168,2023-12-07,194.270004
169,2023-12-08,195.710007
170,2023-12-11,193.179993
171,2023-12-12,194.710007
172,2023-12-13,197.960007
173,2023-12-14,198.110001
174,2023-12-15,197.570007
175,2023-12-18,195.889999
176,2023-12-19,196.940002
177,2023-12-20,194.830002
178,2023-12-21,194.679993
179,2023-12-22,193.600006
180,2023-12-26,193.050003
181,2023-12-27,193.149994
182,2023-12-28,193.580002
183,2023-12-29,192.529999
184,2024-01-02,185.639999
185,2024-01-03,184.25
186,2024-01-04,181.910004
187,2024-01-05,181.179993
188,2024-01-08,185.559998
189,2024-01-09,185.139999
190,2024-01-10,186.190002
191,2024-01-11,185.589996
192,2024-01-12,185.919998
193,2024-01-16,183.630005
194,2024-01-17,182.679993
195,2024-01-18,188.630005
196,2024-01-19,191.559998
197,2024-01-22,193.889999
198,2024-01-23,195.179993
199,2024-01-24,194.5
200,2024-01-25,194.169998
201,2024-01-26,192.419998
202,2024-01-29,191.729996
203,2024-01-30,188.039993
204,2024-01-31,184.399994
205,2024-02-01,186.860001
206,2024-02-02,185.850006
207,2024-02-05,187.679993
208,2024-02-06,189.300003
209,2024-02-07,189.410004
210,2024-02-08,188.320007
211,2024-02-09,188.850006
212,2024-02-12,187.149994
213,2024-02-13,185.039993
214,2024-02-14,184.149994
215,2024-02-15,183.860001
216,2024-02-16,182.309998
217,2024-02-20,181.559998
218,2024-02-21,182.320007
219,2024-02-22,184.369995
220,2024-02-23,182.520004
221,2024-02-26,181.160004
222,2024-02-27,182.630005
223,2024-02-28,181.419998
224,2024-02-29,180.75
225,2024-03-01,179.660004
226,2024-03-04,175.100006
227,2024-03-05,170.119995
228,2024-03-06,169.119995
229,2024-03-07,169.0
230,2024-03-08,170.729996
231,2024-03-11,172.75
232,2024-03-12,173.229996
233,2024-03-13,171.130005
234,2024-03-14,173.0
235,2024-03-15,172.619995
236,2024-03-18,173.720001
237,2024-03-19,176.080002
238,2024-03-20,178.669998
239,2024-03-21,171.369995
240,2024-03-22,172.279999
241,2024-03-25,170.850006
242,2024-03-26,169.710007
243,2024-03-27,173.309998
244,2024-03-28,171.479996
245,2024-04-01,170.029999
246,2024-04-02,168.839996
247,2024-04-03,169.649994
248,2024-04-04,168.820007
249,2024-04-05,169.580002
250,2024-04-08,168.449997
251,2024-04-09,169.669998
252,2024-04-10,167.779999
253,2024-04-11,175.039993
254,2024-04-12,176.550003
255,2024-04-15,172.690002
256,2024-04-16,169.380005
257,2024-04-17,168.0
258,2024-04-18,167.039993
259,2024-04-19,165.0
260,2024-04-22,165.839996
261,2024-04-23,166.899994
262,2024-04-24,169.020004
263,2024-04-25,169.889999
264,2024-04-26,169.300003
265,2024-04-29,173.5
266,2024-04-30,170.330002
267,2024-05-01,169.300003
268,2024-05-02,173.029999
269,2024-05-03,183.380005
270,2024-05-06,181.710007
271,2024-05-07,182.399994
272,2024-05-08,182.740005
273,2024-05-09,184.570007
274,2024-05-10,183.050003
275,2024-05-13,186.279999
276,2024-05-14,187.429993
277,2024-05-15,189.720001
278,2024-05-16,189.839996
279,2024-05-17,189.869995
280,2024-05-20,191.039993
281,2024-05-21,192.350006
282,2024-05-22,190.899994
283,2024-05-23,186.880005
284,2024-05-24,189.979996
285,2024-05-28,189.990005
286,2024-05-29,190.289993
287,2024-05-30,191.289993
288,2024-05-31,192.25
289,2024-06-03,194.029999
290,2024-06-04,194.350006
291,2024-06-05,195.869995
292,2024-06-06,194.479996
293,2024-06-07,196.889999
294,2024-06-10,193.119995
295,2024-06-11,207.149994
296,2024-06-12,213.070007
297,2024-06-13,214.240005
298,2024-06-14,212.490005
299,2024-06-17,216.669998
300,2024-06-18,214.289993
301,2024-06-20,209.679993
302,2024-06-21,207.490005
303,2024-06-24,208.139999
304,2024-06-25,209.070007
305,2024-06-26,213.25
306,2024-06-27,214.100006
307,2024-06-28,210.619995
308,2024-07-01,216.75
309,2024-07-02,220.270004
310,2024-07-03,221.550003
