,Date,Close
0,2010-04-07,8.592857
1,2010-04-08,8.569643
2,2010-04-09,8.635357
3,2010-04-12,8.653214
4,2010-04-13,8.658214
5,2010-04-14,8.774643
6,2010-04-15,8.89
7,2010-04-16,8.835714
8,2010-04-19,8.823929
9,2010-04-20,8.735357
10,2010-04-21,9.257857
11,2010-04-22,9.516786
12,2010-04-23,9.6725
13,2010-04-26,9.625
14,2010-04-27,9.358571
15,2010-04-28,9.342857
16,2010-04-29,9.594286
17,2010-04-30,9.324643
18,2010-05-03,9.5125
19,2010-05-04,9.238571
20,2010-05-05,9.1425
21,2010-05-06,8.794643
22,2010-05-07,8.423571
23,2010-05-10,9.071071
24,2010-05-11,9.161429
25,2010-05-12,9.360357
26,2010-05-13,9.227143
27,2010-05-14,9.065
28,2010-05-17,9.079286
29,2010-05-18,9.012857
30,2010-05-19,8.869286
31,2010-05-20,8.491429
32,2010-05-21,8.654286
33,2010-05-24,8.812857
34,2010-05-25,8.757857
35,2010-05-26,8.718214
36,2010-05-27,9.048214
37,2010-05-28,9.174286
38,2010-06-01,9.315357
39,2010-06-02,9.426786
40,2010-06-03,9.397143
41,2010-06-04,9.141429
42,2010-06-07,8.962143
43,2010-06-08,8.904643
44,2010-06-09,8.685714
45,2010-06-10,8.946786
46,2010-06-11,9.053929
47,2010-06-14,9.081429
48,2010-06-15,9.274643
49,2010-06-16,9.544643
50,2010-06-17,9.709643
51,2010-06-18,9.788214
52,2010-06-21,9.648929
53,2010-06-22,9.780357
54,2010-06-23,9.6775
55,2010-06-24,9.607143
56,2010-06-25,9.525
57,2010-06-28,9.582143
58,2010-06-29,9.148929
59,2010-06-30,8.983214
60,2010-07-01,8.874286
61,2010-07-02,8.819286
62,2010-07-06,8.879643
63,2010-07-07,9.238214
64,2010-07-08,9.2175
65,2010-07-09,9.272143
66,2010-07-12,9.188929
67,2010-07-13,8.992857
68,2010-07-14,9.026071
69,2010-07-15,8.980357
70,2010-07-16,8.925
71,2010-07-19,8.770714
72,2010-07-20,8.996071
73,2010-07-21,9.08
74,2010-07-22,9.250714
75,2010-07-23,9.283571
76,2010-07-26,9.26
77,2010-07-27,9.431429
78,2010-07-28,9.32
79,2010-07-29,9.218214
80,2010-07-30,9.1875
81,2010-08-02,9.351786
82,2010-08-03,9.354643
83,2010-08-04,9.392143
84,2010-08-05,9.346429
85,2010-08-06,9.288929
86,2010-08-09,9.348214
87,2010-08-10,9.264643
88,2010-08-11,8.935357
89,2010-08-12,8.9925
90,2010-08-13,8.896429
91,2010-08-16,8.844286
92,2010-08-17,8.998929
93,2010-08-18,9.038214
94,2010-08-19,8.924286
95,2010-08-20,8.915714
96,2010-08-23,8.778571
97,2010-08-24,8.568929
98,2010-08-25,8.674643
99,2010-08-26,8.581429
100,2010-08-27,8.629286
101,2010-08-30,8.660714
102,2010-08-31,8.682143
103,2010-09-01,8.940357
104,2010-09-02,9.006071
105,2010-09-03,9.241786
106,2010-09-07,9.2075
107,2010-09-08,9.39
108,2010-09-09,9.395357
109,2010-09-10,9.4075
110,2010-09-13,9.537143
111,2010-09-14,9.573571
112,2010-09-15,9.650714
113,2010-09-16,9.8775
114,2010-09-17,9.834643
115,2010-09-20,10.115357
116,2010-09-21,10.134643
117,2010-09-22,10.276786
118,2010-09-23,10.318571
119,2010-09-24,10.44
120,2010-09-27,10.398571
121,2010-09-28,10.245
122,2010-09-29,10.263214
123,2010-09-30,10.133929
124,2010-10-01,10.09
125,2010-10-04,9.951429
126,2010-10-05,10.319286
127,2010-10-06,10.328214
128,2010-10-07,10.329286
129,2010-10-08,10.5025
130,2010-10-11,10.548571
131,2010-10-12,10.662143
132,2010-10-13,10.719286
133,2010-10-14,10.796786
134,2010-10-15,11.240714
135,2010-10-18,11.357143
136,2010-10-19,11.053214
137,2010-10-20,11.090357
138,2010-10-21,11.054286
139,2010-10-22,10.981071
140,2010-10-25,11.03
141,2010-10-26,11.001786
142,2010-10-27,10.993929
143,2010-10-28,10.901429
144,2010-10-29,10.749286
145,2010-11-01,10.863571
146,2010-11-02,11.048571
147,2010-11-03,11.171429
148,2010-11-04,11.366786
149,2010-11-05,11.326071
150,2010-11-08,11.379286
151,2010-11-09,11.288571
152,2010-11-10,11.358214
153,2010-11-11,11.308929
154,2010-11-12,11.001071
155,2010-11-15,10.965714
156,2010-11-16,10.771071
157,2010-11-17,10.732143
158,2010-11-18,11.015357
159,2010-11-19,10.954643
160,2010-11-22,11.191429
161,2010-11-23,11.026071
162,2010-11-24,11.242857
163,2010-11-26,11.25
164,2010-11-29,11.316786
165,2010-11-30,11.1125
166,2010-12-01,11.3
167,2010-12-02,11.3625
168,2010-12-03,11.337143
169,2010-12-06,11.433929
170,2010-12-07,11.364643
171,2010-12-08,11.464643
172,2010-12-09,11.42
173,2010-12-10,11.448571
174,2010-12-13,11.488214
175,2010-12-14,11.438929
176,2010-12-15,11.441429
177,2010-12-16,11.473214
178,2010-12-17,11.450357
179,2010-12-20,11.5075
180,2010-12-21,11.578571
181,2010-12-22,11.612857
182,2010-12-23,11.557143
183,2010-12-27,11.595714
184,2010-12-28,11.623929
185,2010-12-29,11.6175
186,2010-12-30,11.559286
187,2010-12-31,11.52
188,2011-01-03,11.770357
189,2011-01-04,11.831786
190,2011-01-05,11.928571
191,2011-01-06,11.918929
192,2011-01-07,12.004286
193,2011-01-10,12.230357
194,2011-01-11,12.201429
195,2011-01-12,12.300714
196,2011-01-13,12.345714
197,2011-01-14,12.445714
198,2011-01-18,12.166071
199,2011-01-19,12.101429
200,2011-01-20,11.881429
201,2011-01-21,11.668571
202,2011-01-24,12.051786
203,2011-01-25,12.192857
204,2011-01-26,12.280357
205,2011-01-27,12.2575
206,2011-01-28,12.003571
207,2011-01-31,12.118571
208,2011-02-01,12.3225
209,2011-02-02,12.297143
210,2011-02-03,12.265714
211,2011-02-04,12.375
212,2011-02-07,12.567143
213,2011-02-08,12.685714
214,2011-02-09,12.791429
215,2011-02-10,12.662143
216,2011-02-11,12.744643
217,2011-02-14,12.827857
218,2011-02-15,12.853571
219,2011-02-16,12.968929
220,2011-02-17,12.796429
221,2011-02-18,12.52
222,2011-02-22,12.093214
223,2011-02-23,12.236429
224,2011-02-24,12.245714
225,2011-02-25,12.434286
226,2011-02-28,12.614643
227,2011-03-01,12.475357
228,2011-03-02,12.575714
229,2011-03-03,12.841429
230,2011-03-04,12.857143
231,2011-03-07,12.691429
232,2011-03-08,12.705714
233,2011-03-09,12.588214
234,2011-03-10,12.381071
235,2011-03-11,12.571071
236,2011-03-14,12.627143
237,2011-03-15,12.336786
238,2011-03-16,11.786071
239,2011-03-17,11.951429
240,2011-03-18,11.809643
241,2011-03-21,12.117857
242,2011-03-22,12.185714
243,2011-03-23,12.113929
244,2011-03-24,12.320357
245,2011-03-25,12.555
246,2011-03-28,12.515714
247,2011-03-29,12.534286
248,2011-03-30,12.451071
249,2011-03-31,12.446786
250,2011-04-01,12.305714
251,2011-04-04,12.185357
252,2011-04-05,12.103214
253,2011-04-06,12.072857
254,2011-04-07,12.074286
255,2011-04-08,11.966429
256,2011-04-11,11.814286
257,2011-04-12,11.871429
258,2011-04-13,12.004643
259,2011-04-14,11.872143
260,2011-04-15,11.695
261,2011-04-18,11.851786
262,2011-04-19,12.066429
263,2011-04-20,12.228929
264,2011-04-21,12.525
265,2011-04-25,12.6075
266,2011-04-26,12.515
267,2011-04-27,12.505357
268,2011-04-28,12.383929
269,2011-04-29,12.504643
270,2011-05-02,12.367143
271,2011-05-03,12.435714
272,2011-05-04,12.484643
273,2011-05-05,12.383929
274,2011-05-06,12.380714
275,2011-05-09,12.414286
276,2011-05-10,12.480357
277,2011-05-11,12.401071
278,2011-05-12,12.3775
279,2011-05-13,12.160714
280,2011-05-16,11.903571
281,2011-05-17,12.005
282,2011-05-18,12.138214
283,2011-05-19,12.161786
284,2011-05-20,11.972143
285,2011-05-23,11.942857
286,2011-05-24,11.863929
287,2011-05-25,12.027857
288,2011-05-26,11.964286
289,2011-05-27,12.050357
290,2011-05-31,12.4225
291,2011-06-01,12.339643
292,2011-06-02,12.360714
293,2011-06-03,12.265714
294,2011-06-06,12.072857
295,2011-06-07,11.858571
296,2011-06-08,11.865714
297,2011-06-09,11.838929
298,2011-06-10,11.639286
299,2011-06-13,11.664286
300,2011-06-14,11.872857
301,2011-06-15,11.669643
302,2011-06-16,11.612857
303,2011-06-17,11.437857
304,2011-06-20,11.261429
305,2011-06-21,11.617857
306,2011-06-22,11.521786
307,2011-06-23,11.829643
308,2011-06-24,11.655357
309,2011-06-27,11.858571
310,2011-06-28,11.973571
311,2011-06-29,11.93
312,2011-06-30,11.988214
313,2011-07-01,12.259286
314,2011-07-05,12.479643
315,2011-07-06,12.562857
316,2011-07-07,12.757143
317,2011-07-08,12.846786
318,2011-07-11,12.642857
319,2011-07-12,12.633929
320,2011-07-13,12.786429
321,2011-07-14,12.7775
322,2011-07-15,13.032857
323,2011-07-18,13.35
324,2011-07-19,13.458929
325,2011-07-20,13.817857
326,2011-07-21,13.831786
327,2011-07-22,14.046429
328,2011-07-25,14.232143
329,2011-07-26,14.4075
330,2011-07-27,14.021071
331,2011-07-28,13.993571
332,2011-07-29,13.945714
333,2011-08-01,14.169643
334,2011-08-02,13.889643
335,2011-08-03,14.020357
336,2011-08-04,13.4775
337,2011-08-05,13.343571
338,2011-08-08,12.614643
339,2011-08-09,13.3575
340,2011-08-10,12.988929
341,2011-08-11,13.346429
342,2011-08-12,13.463929
343,2011-08-15,13.693214
344,2011-08-16,13.588571
345,2011-08-17,13.587143
346,2011-08-18,13.073214
347,2011-08-19,12.715357
348,2011-08-22,12.73
349,2011-08-23,13.342857
350,2011-08-24,13.435
351,2011-08-25,13.347143
352,2011-08-26,13.699286
353,2011-08-29,13.9275
354,2011-08-30,13.928214
355,2011-08-31,13.743929
356,2011-09-01,13.608214
357,2011-09-02,13.358929
358,2011-09-06,13.562143
359,2011-09-07,13.711786
360,2011-09-08,13.719286
361,2011-09-09,13.481429
362,2011-09-12,13.569286
363,2011-09-13,13.736429
364,2011-09-14,13.903571
365,2011-09-15,14.034286
366,2011-09-16,14.303571
367,2011-09-19,14.701071
368,2011-09-20,14.766071
369,2011-09-21,14.719286
370,2011-09-22,14.350714
371,2011-09-23,14.439286
372,2011-09-26,14.398929
373,2011-09-27,14.259286
374,2011-09-28,14.178929
375,2011-09-29,13.948929
376,2011-09-30,13.618571
377,2011-10-03,13.378571
378,2011-10-04,13.303571
379,2011-10-05,13.508929
380,2011-10-06,13.4775
381,2011-10-07,13.207143
382,2011-10-10,13.886071
383,2011-10-11,14.296071
384,2011-10-12,14.363929
385,2011-10-13,14.586786
386,2011-10-14,15.071429
387,2011-10-17,14.999643
388,2011-10-18,15.08
389,2011-10-19,14.236429
390,2011-10-20,14.118214
391,2011-10-21,14.031071
392,2011-10-24,14.491786
393,2011-10-25,14.206071
394,2011-10-26,14.307143
395,2011-10-27,14.453214
396,2011-10-28,14.4625
397,2011-10-31,14.456429
398,2011-11-01,14.161071
399,2011-11-02,14.193214
400,2011-11-03,14.395357
401,2011-11-04,14.294286
402,2011-11-07,14.276071
403,2011-11-08,14.508214
404,2011-11-09,14.117143
405,2011-11-10,13.757857
406,2011-11-11,13.736429
407,2011-11-14,13.545
408,2011-11-15,13.886786
409,2011-11-16,13.741786
410,2011-11-17,13.478929
411,2011-11-18,13.390714
